,Calling-Number,Called-Number,PostDialDelay,Disconnect-Cause,Sip-Status,Session-Disposition,Calling-RTP-Packets-Lost,Called-RTP-Packets-Lost,Calling-RTP-Avg-Jitter,Called-RTP-Avg-Jitter,Calling-R-Factor,Called-R-Factor,Calling-MOS,Called-MOS,Ingress-SBC,Egress-SBC,Originating-Trunk-Group,Terminating-Trunk-Group
171,jeanne.davila,stephen.lehmann,543,0,0,answered,0.0,0.0,9.0,0.0,5412.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
172,jeanne.davila,stephen.lehmann,335,0,0,answered,0.0,0.0,12.0,0.0,5726.0,9288.0,295.0,440.0,Lon-Site,Lon-Site,TG0,TG0
173,milo.hass,amanda.armstrong,0,1,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,NoTG,es-trunk
174,milo.hass,lillian.marini,0,28,484,call-attempt,,,,,,,,,Lon-Site,Lon-Site,NoTG,es-trunk
175,milo.hass,jacob.blanchard,263,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
176,+7776813,stephen.lehmann,405,0,0,answered,3.0,2.0,1.0,0.0,9170.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,TG7,TG0
177,peggy.wilson,+779001804911,359,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,TG2,es-trunk
178,rubin.lanzillo,stephen.lehmann,209,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,TG5,TG0
179,daniel.light,stephen.lehmann,293,0,0,answered,0.0,0.0,2.0,0.0,5412.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
180,rubin.lanzillo,stephen.lehmann,248,0,0,answered,0.0,0.0,1.0,0.0,9284.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,TG5,TG0
181,helen.amey,stephen.lehmann,147,0,0,answered,0.0,0.0,1.0,0.0,9281.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
182,octavia.dyas,erin.johnson,3742,0,0,answered,0.0,0.0,0.0,0.0,8262.0,8262.0,411.0,411.0,Lon-Site,Lon-Site,pt-trunk,TG0
183,joann.weaver,+640642365665,3648,0,0,answered,0.0,0.0,0.0,0.0,8262.0,8262.0,411.0,411.0,Fran-Site,Lon-Site,TG0,pt-trunk
184,+122406600397,alene.brewer,274,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,TG8,es-trunk
185,todd.wallace,+2692483072,79,0,0,answered,0.0,0.0,0.0,0.0,9320.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
186,todd.wallace,+3907484236,172,0,0,answered,0.0,0.0,0.0,0.0,9320.0,9284.0,440.0,440.0,WaDC-Site,Fran-Site,us-trunk,TG8
187,+122406600397,marlene.schoeffler,279,0,0,answered,0.0,0.0,0.0,0.0,9320.0,9285.0,440.0,439.0,Fran-Site,Lon-Site,TG8,es-trunk
188,richard.hays,+537529463811,55,0,0,answered,0.0,0.0,0.0,0.0,8262.0,4650.0,411.0,239.0,Lon-Site,Lon-Site,pt-trunk,TG0
189,+999601085614,+589573787442,88,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
190,+999601085614,+589573787442,229,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
191,+999601085614,+589573787442,335,0,0,answered,1.0,0.0,1.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
192,+79076047381,+99617961076,119,0,0,answered,1.0,0.0,0.0,0.0,9268.0,9288.0,439.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
193,peggy.wilson,dennis.kyle,251,0,0,answered,0.0,0.0,0.0,0.0,9281.0,9284.0,440.0,440.0,Fran-Site,Lon-Site,TG2,TG0
194,+4276239361,+1732856025,95,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
195,john.blackman,stephen.lehmann,223,0,0,answered,5.0,3.0,5.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
196,+999601085614,+589573787442,84,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
197,daniel.light,stephen.lehmann,313,0,0,answered,0.0,1.0,3.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
198,helen.amey,stephen.lehmann,146,0,0,answered,0.0,0.0,0.0,0.0,9173.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
199,amy.brown,stephen.lehmann,319,0,0,answered,0.0,0.0,0.0,0.0,9320.0,9320.0,440.0,440.0,Fran-Site,Lon-Site,TG6,TG0
200,stephen.hooker,stephen.lehmann,204,0,0,answered,5.0,5.0,1.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
201,louis.cottrill,elizabeth.edwards,2047,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9288.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
202,+26118657448,+12941199919,84,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
203,johnathan.metz,stephen.lehmann,209,0,0,answered,7.0,0.0,15.0,2.0,5353.0,9288.0,276.0,440.0,Lon-Site,Lon-Site,TG0,TG0
204,louis.cottrill,elizabeth.edwards,2036,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9288.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
205,+26118657448,+12941199919,75,0,0,answered,0.0,0.0,0.0,1.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
206,+26118657448,+12941199919,83,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
207,louis.cottrill,elizabeth.edwards,1758,0,0,answered,0.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
208,+26118657448,+12941199919,271,0,0,answered,1.0,0.0,1.0,0.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
209,erik.jones,stephen.lehmann,87,0,0,answered,15.0,0.0,37.0,2.0,9098.0,9284.0,436.0,440.0,Lon-Site,Lon-Site,TG0,TG0
210,+999601085614,+589573787442,207,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
211,michele.conger,william.priest,322,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
212,arthur.washington,stephen.lehmann,359,0,0,answered,0.0,0.0,2.0,0.0,5412.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
213,louis.cottrill,elizabeth.edwards,2344,0,0,answered,0.0,0.0,2.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
214,jeanne.davila,stephen.lehmann,318,0,0,answered,27.0,0.0,12.0,0.0,5437.0,9288.0,280.0,440.0,Lon-Site,Lon-Site,TG0,TG0
215,louis.cottrill,elizabeth.edwards,2084,16,0,answered,0.0,0.0,1.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
216,gerald.burroughs,stephen.lehmann,211,0,0,answered,0.0,0.0,6.0,0.0,5418.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
217,louis.cottrill,elizabeth.edwards,1982,16,0,answered,0.0,0.0,1.0,0.0,5418.0,9288.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
218,janette.goss,latasha.stockton,476,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
219,+41960206393,+12941199919,266,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
220,janette.goss,latasha.stockton,424,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
221,janette.goss,latasha.stockton,509,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
222,janette.goss,latasha.stockton,345,19,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
223,dena.peebles,+517673520044,338,0,0,answered,0.0,0.0,3.0,0.0,5424.0,9282.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
224,tawana.leon,+196656365119,522,16,0,answered,0.0,0.0,8.0,0.0,5492.0,9287.0,283.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
225,edward.matlock,+449227766802,422,16,0,answered,28.0,0.0,3.0,0.0,6619.0,9281.0,341.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
226,edward.matlock,+449227766802,319,16,0,answered,11.0,0.0,3.0,0.0,5762.0,9277.0,297.0,440.0,Lon-Site,Fran-Site,NoTG,es-trunk
227,arthur.washington,stephen.lehmann,322,0,0,answered,9.0,0.0,1.0,2.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
228,alice.clossin,olivia.markus,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
229,alice.clossin,clifton.susana,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
230,helen.amey,stephen.lehmann,121,0,0,answered,0.0,0.0,0.0,0.0,9170.0,9288.0,437.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
231,gilbert.guers,shawn.olmeda,390,0,0,answered,26.0,0.0,7.0,0.0,5609.0,9284.0,289.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
232,gilbert.guers,murray.jenkins,361,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
233,patricia.holman,dennis.kyle,127,0,0,answered,0.0,0.0,2.0,0.0,9284.0,5848.0,440.0,300.0,Lon-Site,Lon-Site,TG7,TG0
234,patricia.holman,dennis.kyle,112,0,0,answered,0.0,0.0,2.0,0.0,9284.0,6295.0,440.0,324.0,Lon-Site,Lon-Site,TG7,TG0
235,+26118657448,+12941199919,78,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
236,tawana.leon,+242191129106,343,16,0,answered,14.0,0.0,6.0,0.0,5449.0,9283.0,281.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
237,+60018774754,+69924717792,77,0,0,answered,1.0,1.0,0.0,0.0,9281.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
238,patricia.holman,dennis.kyle,94,0,0,answered,0.0,0.0,1.0,0.0,9284.0,6272.0,440.0,321.0,Lon-Site,Lon-Site,TG7,TG0
239,gerald.sanchez,stephen.lehmann,112,0,0,answered,0.0,0.0,0.0,0.0,9173.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
240,cythia.dade,maxine.cummins,0,3,404,call-attempt,,,,,,,,,Fran-Site,,NoTG,NoTG
241,cythia.dade,diane.bach,0,1,404,call-attempt,,,,,,,,,Fran-Site,Lon-Site,NoTG,es-trunk
242,janette.goss,latasha.stockton,436,16,0,answered,5.0,0.0,16.0,0.0,5430.0,9283.0,280.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
243,cythia.dade,stephen.lehmann,106,0,0,answered,0.0,0.0,0.0,0.0,9170.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,NoTG,TG0
244,anonymous,+14390185917,0,3,404,call-attempt,,,,,,,,,Lon-Site,Lon-Site,eu-trunk,TG0
245,+43991829313,+99617961076,280,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
246,janette.goss,latasha.stockton,372,16,0,answered,0.0,0.0,16.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
247,tawana.leon,+884025462713,350,16,0,answered,48.0,0.0,7.0,0.0,5505.0,9287.0,284.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
248,jenny.wear,stephen.lehmann,156,0,0,answered,0.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
249,+89722131945,+12941199919,92,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
250,peggy.tully,stephen.lehmann,104,0,0,answered,1.0,0.0,0.0,0.0,9173.0,9288.0,437.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
251,+59076410842,+69924717792,74,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
252,jenny.wear,stephen.lehmann,88,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9288.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
253,marco.ferguson,stephen.lehmann,88,0,0,answered,0.0,0.0,0.0,0.0,6129.0,9284.0,316.0,440.0,Lon-Site,Lon-Site,TG1,TG0
254,chanel.commings,+885076365966,516,16,0,answered,1.0,1.0,3.0,0.0,5418.0,9285.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
255,aaron.dawson,+23622006496,391,16,0,answered,19.0,0.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
256,ava.harper,+2890010952,452,0,0,answered,0.0,0.0,22.0,0.0,5437.0,9283.0,280.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
257,mark.harding,stephen.lehmann,304,0,0,answered,29.0,0.0,3.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
258,fred.miller,stephen.lehmann,287,0,0,answered,12.0,2.0,3.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,TG0,TG0
259,+52125717943,+79538260992,302,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
260,+52125717943,+79538260992,113,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
261,marco.ferguson,stephen.lehmann,93,0,0,answered,0.0,0.0,0.0,0.0,6242.0,9284.0,322.0,440.0,Lon-Site,Lon-Site,TG1,TG0
262,lisa.nichols,julie.irland,457,16,0,answered,17.0,0.0,8.0,0.0,5418.0,9283.0,279.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
263,ava.harper,+2890010952,444,0,0,answered,0.0,0.0,17.0,0.0,5430.0,9287.0,280.0,439.0,Lon-Site,Lon-Site,NoTG,es-trunk
264,marco.ferguson,stephen.lehmann,90,0,0,answered,0.0,0.0,0.0,0.0,6492.0,9284.0,335.0,440.0,Lon-Site,Lon-Site,TG1,TG0
265,carl.hitchcock,marvin.carovski,369,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
266,larry.coltrain,+7775085538404,482,16,0,answered,0.0,0.0,1.0,0.0,5430.0,9264.0,280.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
267,mark.waits,judith.roemmich,349,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
268,mark.waits,lawana.mccormick,386,28,484,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
269,larry.coltrain,+6473968924145,426,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
270,helen.forsythe,stephen.lehmann,99,0,0,answered,0.0,0.0,1.0,0.0,9274.0,9281.0,440.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
271,mark.waits,+9759549708,389,127,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
272,larry.coltrain,+5692877103440,471,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
273,larry.coltrain,+7281542850732,499,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
274,larry.coltrain,+6086072937940,470,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
275,corie.carr,+903788032670,350,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
276,mark.waits,judith.roemmich,374,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
277,larry.coltrain,+7281542850732,398,16,0,answered,0.0,0.0,1.0,0.0,5424.0,9268.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
278,+97882199081,+99617961076,76,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
279,jenny.wear,stephen.lehmann,120,0,0,answered,23.0,0.0,8.0,0.0,5424.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
280,mark.waits,judith.roemmich,423,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
281,corie.carr,+993047140375,392,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9285.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
282,darcy.crain,+80375592438,353,31,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
283,larry.coltrain,+7116879303391,363,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
284,peter.macareno,stephen.lehmann,609,0,0,answered,12.0,0.0,22.0,2.0,5324.0,9284.0,274.0,440.0,Lon-Site,Lon-Site,TG0,TG0
285,larry.coltrain,+9036690589150,647,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
286,gerald.burroughs,stephen.lehmann,196,0,0,answered,8.0,1.0,5.0,1.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
287,james.king,stephen.lehmann,337,0,0,answered,37.0,1.0,6.0,0.0,5394.0,9284.0,278.0,440.0,Lon-Site,Lon-Site,TG0,TG0
288,+999601085614,+589573787442,81,0,0,answered,0.0,0.0,1.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
289,+999601085614,+589573787442,81,0,0,answered,1.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
290,+999601085614,+589573787442,78,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
291,+999601085614,+589573787442,77,0,0,answered,1.0,1.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
292,+999601085614,+589573787442,176,0,0,answered,0.0,1.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
293,+999601085614,+589573787442,74,0,0,answered,0.0,1.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
294,+999601085614,+589573787442,80,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
295,+928530209027,stephen.lehmann,110,0,0,answered,4.0,1.0,1.0,0.0,9170.0,9284.0,437.0,440.0,Fran-Site,Lon-Site,TG7,TG0
296,+88074688165,+1732856025,198,0,0,answered,0.0,0.0,0.0,2.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
297,+999601085614,+589573787442,76,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
298,susan.agee,stephen.lehmann,197,0,0,answered,20.0,2.0,12.0,0.0,5430.0,9284.0,280.0,440.0,Lon-Site,Lon-Site,TG0,TG0
299,tamara.johnson,christopher.mchugh,0,19,480,call-attempt,,,,,,,,,Lon-Site,,NoTG,NoTG
300,corie.carr,+903788032670,367,0,0,answered,0.0,0.0,2.0,0.0,5418.0,9283.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
301,larry.coltrain,+7097426200159,480,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
302,johnathan.metz,stephen.lehmann,219,0,0,answered,0.0,2.0,13.0,0.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
303,arthur.washington,stephen.lehmann,477,0,0,answered,13.0,1.0,2.0,1.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,TG0,TG0
304,darcy.crain,+80375592438,420,31,480,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
305,larry.coltrain,+4159447162007,382,16,0,answered,0.0,0.0,1.0,0.0,5424.0,9283.0,279.0,440.0,Fran-Site,Fran-Site,NoTG,es-trunk
306,marco.ferguson,stephen.lehmann,135,0,0,answered,0.0,0.0,0.0,0.0,5741.0,9284.0,296.0,440.0,Lon-Site,Lon-Site,TG1,TG0
307,troy.martirano,+37531507482,501,0,0,answered,0.0,0.0,24.0,0.0,8192.0,9280.0,409.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
308,+4276239361,+1732856025,85,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
309,darcy.crain,+529127328149,357,0,0,answered,59206.0,0.0,2.0,0.0,1650.0,9284.0,115.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
310,marco.ferguson,stephen.lehmann,400,0,0,answered,0.0,0.0,1.0,0.0,5499.0,9284.0,283.0,440.0,Lon-Site,Lon-Site,TG1,TG0
311,+26118657448,+12941199919,309,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
312,james.bigham,+58355326408945,489,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
313,marco.ferguson,stephen.lehmann,105,0,0,answered,0.0,0.0,1.0,0.0,6146.0,9284.0,317.0,440.0,Lon-Site,Lon-Site,TG1,TG0
314,james.bigham,+58355326408945,390,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
315,john.fletcher,karen.boteilho,289,0,0,answered,0.0,1.0,0.0,0.0,8757.0,9284.0,427.0,440.0,Lon-Site,Lon-Site,TG0,TG7
316,ruby.howard,+3397033308262,421,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
317,edward.kilgore,+128238096178,446,0,0,answered,0.0,0.0,4.0,0.0,5418.0,9284.0,279.0,440.0,Fran-Site,Lon-Site,NoTG,es-trunk
318,james.bigham,+58355326408945,389,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
319,addie.reed,+2611680704617,312,0,0,answered,0.0,0.0,2.0,0.0,5412.0,9286.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
320,gaye.stellman,rebecca.paull,410,0,0,answered,1.0,0.0,4.0,0.0,5418.0,9285.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,es-trunk
321,john.smith,roberta.bellinghausen,391,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
322,james.bigham,+58355326408945,520,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
323,beth.alger,+76669658729768,714,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
324,beth.alger,+76669658729768,422,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
325,jasmine.decoteau,stephen.lehmann,103,0,0,answered,1.0,0.0,10.0,1.0,5418.0,9284.0,279.0,440.0,Lon-Site,Lon-Site,NoTG,TG0
326,jesse.mattingly,+5205986808199,424,16,0,answered,0.0,0.0,3.0,0.0,5412.0,9285.0,279.0,439.0,Fran-Site,Fran-Site,NoTG,es-trunk
327,gaye.stellman,david.long,369,31,487,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lon-Site,Lon-Site,NoTG,es-trunk
328,beth.alger,+76669658729768,312,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
329,+45900075679,+91972183866,79,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
330,+999601085614,+589573787442,78,0,0,answered,0.0,0.0,0.0,0.0,9284.0,9284.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
331,beth.alger,+76669658729768,372,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
332,frankie.silva,megan.foxworth,120,0,0,answered,0.0,0.0,0.0,0.0,6054.0,9288.0,312.0,440.0,Lon-Site,Lon-Site,TG0,TG0
333,beth.alger,+76669658729768,481,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
334,beth.alger,+65004174709491,316,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
335,+41960206393,+12941199919,79,0,0,answered,0.0,0.0,0.0,0.0,9288.0,9288.0,440.0,440.0,Lon-Site,Lon-Site,eu-trunk,TG0
336,jacqueline.connelly,lorna.halseth,726,0,0,answered,1.0,1.0,1.0,0.0,5418.0,9284.0,279.0,440.0,WaDC-Site,Lon-Site,NoTG,es-trunk
337,mary.elliott,+18836275991,375,17,486,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Lon-Site,NoTG,es-trunk
338,beth.alger,+76669658729768,352,1,404,ringing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fran-Site,Fran-Site,NoTG,es-trunk
